"DepartmentID","LocationID","Headcount","SnapshotDate","DepartmentName","LocationName","Region"
11,3,9,2024-04-01,"Legal","Austin","South"
11,4,8,2024-04-01,"Legal","Chicago","Midwest"
11,5,6,2024-04-01,"Legal","Atlanta","South"
11,6,12,2024-04-01,"Legal","Seattle","West"
11,7,14,2024-04-01,"Legal","Denver","West"
11,8,4,2024-04-01,"Legal","Nashville","South"
11,9,11,2024-04-01,"Legal","Miami","South"
11,10,6,2024-04-01,"Legal","Remote-East","East"
11,11,13,2024-04-01,"Legal","Remote-Central","Central"
11,12,4,2024-04-01,"Legal","Remote-West","West"
1,1,3,2024-05-01,"Executive","Las Vegas","West"
1,2,3,2024-05-01,"Executive","Phoenix","West"
1,3,9,2024-05-01,"Executive","Austin","South"
1,4,7,2024-05-01,"Executive","Chicago","Midwest"
1,5,5,2024-05-01,"Executive","Atlanta","South"
1,6,5,2024-05-01,"Executive","Seattle","West"
1,7,4,2024-05-01,"Executive","Denver","West"
1,8,6,2024-05-01,"Executive","Nashville","South"
1,9,5,2024-05-01,"Executive","Miami","South"
1,10,10,2024-05-01,"Executive","Remote-East","East"
1,11,5,2024-05-01,"Executive","Remote-Central","Central"
1,12,8,2024-05-01,"Executive","Remote-West","West"
2,1,237,2024-05-01,"Engineering","Las Vegas","West"
2,2,188,2024-05-01,"Engineering","Phoenix","West"
2,3,268,2024-05-01,"Engineering","Austin","South"
2,4,173,2024-05-01,"Engineering","Chicago","Midwest"
2,5,181,2024-05-01,"Engineering","Atlanta","South"
2,6,186,2024-05-01,"Engineering","Seattle","West"
2,7,159,2024-05-01,"Engineering","Denver","West"
2,8,142,2024-05-01,"Engineering","Nashville","South"
2,9,170,2024-05-01,"Engineering","Miami","South"
2,10,167,2024-05-01,"Engineering","Remote-East","East"
2,11,198,2024-05-01,"Engineering","Remote-Central","Central"
2,12,158,2024-05-01,"Engineering","Remote-West","West"
3,1,75,2024-05-01,"Product","Las Vegas","West"
3,2,51,2024-05-01,"Product","Phoenix","West"
3,3,66,2024-05-01,"Product","Austin","South"
3,4,45,2024-05-01,"Product","Chicago","Midwest"
3,5,40,2024-05-01,"Product","Atlanta","South"
3,6,61,2024-05-01,"Product","Seattle","West"
3,7,46,2024-05-01,"Product","Denver","West"
3,8,56,2024-05-01,"Product","Nashville","South"
3,9,45,2024-05-01,"Product","Miami","South"
3,10,55,2024-05-01,"Product","Remote-East","East"
3,11,43,2024-05-01,"Product","Remote-Central","Central"
3,12,46,2024-05-01,"Product","Remote-West","West"
4,1,60,2024-05-01,"IT","Las Vegas","West"
4,2,53,2024-05-01,"IT","Phoenix","West"
4,3,79,2024-05-01,"IT","Austin","South"
4,4,49,2024-05-01,"IT","Chicago","Midwest"
4,5,52,2024-05-01,"IT","Atlanta","South"
4,6,68,2024-05-01,"IT","Seattle","West"
4,7,43,2024-05-01,"IT","Denver","West"
4,8,47,2024-05-01,"IT","Nashville","South"
4,9,57,2024-05-01,"IT","Miami","South"
4,10,56,2024-05-01,"IT","Remote-East","East"
4,11,49,2024-05-01,"IT","Remote-Central","Central"
4,12,51,2024-05-01,"IT","Remote-West","West"
5,1,35,2024-05-01,"Finance","Las Vegas","West"
5,2,35,2024-05-01,"Finance","Phoenix","West"
5,3,62,2024-05-01,"Finance","Austin","South"
5,4,43,2024-05-01,"Finance","Chicago","Midwest"
5,5,44,2024-05-01,"Finance","Atlanta","South"
5,6,50,2024-05-01,"Finance","Seattle","West"
5,7,42,2024-05-01,"Finance","Denver","West"
5,8,31,2024-05-01,"Finance","Nashville","South"
5,9,48,2024-05-01,"Finance","Miami","South"
5,10,41,2024-05-01,"Finance","Remote-East","East"
5,11,49,2024-05-01,"Finance","Remote-Central","Central"
5,12,49,2024-05-01,"Finance","Remote-West","West"
6,1,46,2024-05-01,"HR","Las Vegas","West"
6,2,43,2024-05-01,"HR","Phoenix","West"
6,3,68,2024-05-01,"HR","Austin","South"
6,4,55,2024-05-01,"HR","Chicago","Midwest"
6,5,36,2024-05-01,"HR","Atlanta","South"
6,6,49,2024-05-01,"HR","Seattle","West"
6,7,45,2024-05-01,"HR","Denver","West"
6,8,47,2024-05-01,"HR","Nashville","South"
6,9,41,2024-05-01,"HR","Miami","South"
6,10,41,2024-05-01,"HR","Remote-East","East"
6,11,39,2024-05-01,"HR","Remote-Central","Central"
6,12,45,2024-05-01,"HR","Remote-West","West"
7,1,62,2024-05-01,"Marketing","Las Vegas","West"
7,2,46,2024-05-01,"Marketing","Phoenix","West"
7,3,71,2024-05-01,"Marketing","Austin","South"
7,4,45,2024-05-01,"Marketing","Chicago","Midwest"
7,5,39,2024-05-01,"Marketing","Atlanta","South"
7,6,58,2024-05-01,"Marketing","Seattle","West"
7,7,51,2024-05-01,"Marketing","Denver","West"
7,8,45,2024-05-01,"Marketing","Nashville","South"
7,9,64,2024-05-01,"Marketing","Miami","South"
7,10,62,2024-05-01,"Marketing","Remote-East","East"
7,11,53,2024-05-01,"Marketing","Remote-Central","Central"
7,12,50,2024-05-01,"Marketing","Remote-West","West"
8,1,119,2024-05-01,"Sales","Las Vegas","West"
8,2,93,2024-05-01,"Sales","Phoenix","West"
8,3,134,2024-05-01,"Sales","Austin","South"
8,4,100,2024-05-01,"Sales","Chicago","Midwest"
8,5,95,2024-05-01,"Sales","Atlanta","South"
8,6,100,2024-05-01,"Sales","Seattle","West"
8,7,82,2024-05-01,"Sales","Denver","West"
8,8,71,2024-05-01,"Sales","Nashville","South"
8,9,87,2024-05-01,"Sales","Miami","South"
8,10,83,2024-05-01,"Sales","Remote-East","East"
8,11,93,2024-05-01,"Sales","Remote-Central","Central"
8,12,96,2024-05-01,"Sales","Remote-West","West"
9,1,93,2024-05-01,"Operations","Las Vegas","West"
9,2,82,2024-05-01,"Operations","Phoenix","West"
9,3,91,2024-05-01,"Operations","Austin","South"
9,4,91,2024-05-01,"Operations","Chicago","Midwest"
9,5,67,2024-05-01,"Operations","Atlanta","South"
9,6,75,2024-05-01,"Operations","Seattle","West"
9,7,67,2024-05-01,"Operations","Denver","West"
9,8,65,2024-05-01,"Operations","Nashville","South"
9,9,75,2024-05-01,"Operations","Miami","South"
9,10,98,2024-05-01,"Operations","Remote-East","East"
9,11,75,2024-05-01,"Operations","Remote-Central","Central"
9,12,79,2024-05-01,"Operations","Remote-West","West"
10,1,90,2024-05-01,"Customer Support","Las Vegas","West"
10,2,62,2024-05-01,"Customer Support","Phoenix","West"
10,3,87,2024-05-01,"Customer Support","Austin","South"
10,4,63,2024-05-01,"Customer Support","Chicago","Midwest"
10,5,53,2024-05-01,"Customer Support","Atlanta","South"
10,6,50,2024-05-01,"Customer Support","Seattle","West"
10,7,55,2024-05-01,"Customer Support","Denver","West"
10,8,50,2024-05-01,"Customer Support","Nashville","South"
10,9,60,2024-05-01,"Customer Support","Miami","South"
10,10,70,2024-05-01,"Customer Support","Remote-East","East"
10,11,49,2024-05-01,"Customer Support","Remote-Central","Central"
10,12,61,2024-05-01,"Customer Support","Remote-West","West"
11,1,9,2024-05-01,"Legal","Las Vegas","West"
11,2,6,2024-05-01,"Legal","Phoenix","West"
11,3,9,2024-05-01,"Legal","Austin","South"
11,4,9,2024-05-01,"Legal","Chicago","Midwest"
11,5,6,2024-05-01,"Legal","Atlanta","South"
11,6,12,2024-05-01,"Legal","Seattle","West"
11,7,14,2024-05-01,"Legal","Denver","West"
11,8,4,2024-05-01,"Legal","Nashville","South"
11,9,11,2024-05-01,"Legal","Miami","South"
11,10,6,2024-05-01,"Legal","Remote-East","East"
11,11,13,2024-05-01,"Legal","Remote-Central","Central"
11,12,4,2024-05-01,"Legal","Remote-West","West"
1,1,3,2024-06-01,"Executive","Las Vegas","West"
1,2,3,2024-06-01,"Executive","Phoenix","West"
1,3,9,2024-06-01,"Executive","Austin","South"
1,4,7,2024-06-01,"Executive","Chicago","Midwest"
1,5,5,2024-06-01,"Executive","Atlanta","South"
1,6,5,2024-06-01,"Executive","Seattle","West"
1,7,4,2024-06-01,"Executive","Denver","West"
1,8,6,2024-06-01,"Executive","Nashville","South"
1,9,5,2024-06-01,"Executive","Miami","South"
1,10,10,2024-06-01,"Executive","Remote-East","East"
1,11,5,2024-06-01,"Executive","Remote-Central","Central"
1,12,8,2024-06-01,"Executive","Remote-West","West"
2,1,238,2024-06-01,"Engineering","Las Vegas","West"
2,2,188,2024-06-01,"Engineering","Phoenix","West"
2,3,268,2024-06-01,"Engineering","Austin","South"
2,4,173,2024-06-01,"Engineering","Chicago","Midwest"
2,5,183,2024-06-01,"Engineering","Atlanta","South"
2,6,185,2024-06-01,"Engineering","Seattle","West"
2,7,161,2024-06-01,"Engineering","Denver","West"
2,8,143,2024-06-01,"Engineering","Nashville","South"
2,9,170,2024-06-01,"Engineering","Miami","South"
2,10,168,2024-06-01,"Engineering","Remote-East","East"
2,11,202,2024-06-01,"Engineering","Remote-Central","Central"
2,12,159,2024-06-01,"Engineering","Remote-West","West"
3,1,76,2024-06-01,"Product","Las Vegas","West"
3,2,52,2024-06-01,"Product","Phoenix","West"
3,3,67,2024-06-01,"Product","Austin","South"
3,4,45,2024-06-01,"Product","Chicago","Midwest"
3,5,41,2024-06-01,"Product","Atlanta","South"
3,6,60,2024-06-01,"Product","Seattle","West"
3,7,46,2024-06-01,"Product","Denver","West"
3,8,56,2024-06-01,"Product","Nashville","South"
3,9,46,2024-06-01,"Product","Miami","South"
3,10,56,2024-06-01,"Product","Remote-East","East"
3,11,43,2024-06-01,"Product","Remote-Central","Central"
3,12,46,2024-06-01,"Product","Remote-West","West"
4,1,61,2024-06-01,"IT","Las Vegas","West"
4,2,53,2024-06-01,"IT","Phoenix","West"
4,3,79,2024-06-01,"IT","Austin","South"
4,4,51,2024-06-01,"IT","Chicago","Midwest"
4,5,53,2024-06-01,"IT","Atlanta","South"
4,6,68,2024-06-01,"IT","Seattle","West"
4,7,43,2024-06-01,"IT","Denver","West"
4,8,47,2024-06-01,"IT","Nashville","South"
4,9,57,2024-06-01,"IT","Miami","South"
4,10,57,2024-06-01,"IT","Remote-East","East"
4,11,49,2024-06-01,"IT","Remote-Central","Central"
4,12,51,2024-06-01,"IT","Remote-West","West"
5,1,35,2024-06-01,"Finance","Las Vegas","West"
5,2,36,2024-06-01,"Finance","Phoenix","West"
5,3,63,2024-06-01,"Finance","Austin","South"
5,4,43,2024-06-01,"Finance","Chicago","Midwest"
5,5,44,2024-06-01,"Finance","Atlanta","South"
5,6,50,2024-06-01,"Finance","Seattle","West"
5,7,43,2024-06-01,"Finance","Denver","West"
5,8,31,2024-06-01,"Finance","Nashville","South"
5,9,48,2024-06-01,"Finance","Miami","South"
5,10,41,2024-06-01,"Finance","Remote-East","East"
5,11,50,2024-06-01,"Finance","Remote-Central","Central"
5,12,50,2024-06-01,"Finance","Remote-West","West"
6,1,47,2024-06-01,"HR","Las Vegas","West"
6,2,45,2024-06-01,"HR","Phoenix","West"
6,3,68,2024-06-01,"HR","Austin","South"
6,4,56,2024-06-01,"HR","Chicago","Midwest"
6,5,36,2024-06-01,"HR","Atlanta","South"
6,6,49,2024-06-01,"HR","Seattle","West"
6,7,45,2024-06-01,"HR","Denver","West"
6,8,47,2024-06-01,"HR","Nashville","South"
6,9,41,2024-06-01,"HR","Miami","South"
6,10,41,2024-06-01,"HR","Remote-East","East"
6,11,39,2024-06-01,"HR","Remote-Central","Central"
6,12,45,2024-06-01,"HR","Remote-West","West"
7,1,62,2024-06-01,"Marketing","Las Vegas","West"
7,2,46,2024-06-01,"Marketing","Phoenix","West"
7,3,71,2024-06-01,"Marketing","Austin","South"
7,4,45,2024-06-01,"Marketing","Chicago","Midwest"
7,5,39,2024-06-01,"Marketing","Atlanta","South"
7,6,58,2024-06-01,"Marketing","Seattle","West"
7,7,51,2024-06-01,"Marketing","Denver","West"
7,8,45,2024-06-01,"Marketing","Nashville","South"
7,9,65,2024-06-01,"Marketing","Miami","South"
7,10,62,2024-06-01,"Marketing","Remote-East","East"
7,11,53,2024-06-01,"Marketing","Remote-Central","Central"
7,12,50,2024-06-01,"Marketing","Remote-West","West"
8,1,119,2024-06-01,"Sales","Las Vegas","West"
8,2,94,2024-06-01,"Sales","Phoenix","West"
8,3,137,2024-06-01,"Sales","Austin","South"
8,4,100,2024-06-01,"Sales","Chicago","Midwest"
8,5,95,2024-06-01,"Sales","Atlanta","South"
8,6,100,2024-06-01,"Sales","Seattle","West"
8,7,82,2024-06-01,"Sales","Denver","West"
8,8,71,2024-06-01,"Sales","Nashville","South"
8,9,89,2024-06-01,"Sales","Miami","South"
8,10,84,2024-06-01,"Sales","Remote-East","East"
8,11,93,2024-06-01,"Sales","Remote-Central","Central"
8,12,95,2024-06-01,"Sales","Remote-West","West"
9,1,93,2024-06-01,"Operations","Las Vegas","West"
9,2,82,2024-06-01,"Operations","Phoenix","West"
9,3,93,2024-06-01,"Operations","Austin","South"
9,4,91,2024-06-01,"Operations","Chicago","Midwest"
9,5,68,2024-06-01,"Operations","Atlanta","South"
9,6,76,2024-06-01,"Operations","Seattle","West"
9,7,68,2024-06-01,"Operations","Denver","West"
9,8,66,2024-06-01,"Operations","Nashville","South"
9,9,75,2024-06-01,"Operations","Miami","South"
9,10,97,2024-06-01,"Operations","Remote-East","East"
9,11,75,2024-06-01,"Operations","Remote-Central","Central"
9,12,79,2024-06-01,"Operations","Remote-West","West"
10,1,89,2024-06-01,"Customer Support","Las Vegas","West"
10,2,63,2024-06-01,"Customer Support","Phoenix","West"
10,3,88,2024-06-01,"Customer Support","Austin","South"
10,4,63,2024-06-01,"Customer Support","Chicago","Midwest"
10,5,54,2024-06-01,"Customer Support","Atlanta","South"
10,6,51,2024-06-01,"Customer Support","Seattle","West"
10,7,57,2024-06-01,"Customer Support","Denver","West"
10,8,50,2024-06-01,"Customer Support","Nashville","South"
10,9,62,2024-06-01,"Customer Support","Miami","South"
10,10,70,2024-06-01,"Customer Support","Remote-East","East"
10,11,49,2024-06-01,"Customer Support","Remote-Central","Central"
10,12,61,2024-06-01,"Customer Support","Remote-West","West"
11,1,9,2024-06-01,"Legal","Las Vegas","West"
11,2,6,2024-06-01,"Legal","Phoenix","West"
11,3,9,2024-06-01,"Legal","Austin","South"
11,4,9,2024-06-01,"Legal","Chicago","Midwest"
11,5,6,2024-06-01,"Legal","Atlanta","South"
11,6,12,2024-06-01,"Legal","Seattle","West"
11,7,14,2024-06-01,"Legal","Denver","West"
11,8,4,2024-06-01,"Legal","Nashville","South"
11,9,11,2024-06-01,"Legal","Miami","South"
11,10,6,2024-06-01,"Legal","Remote-East","East"
11,11,13,2024-06-01,"Legal","Remote-Central","Central"
11,12,4,2024-06-01,"Legal","Remote-West","West"
1,1,4,2024-07-01,"Executive","Las Vegas","West"
1,2,3,2024-07-01,"Executive","Phoenix","West"
1,3,10,2024-07-01,"Executive","Austin","South"
1,4,7,2024-07-01,"Executive","Chicago","Midwest"
1,5,5,2024-07-01,"Executive","Atlanta","South"
1,6,5,2024-07-01,"Executive","Seattle","West"
1,7,4,2024-07-01,"Executive","Denver","West"
1,8,6,2024-07-01,"Executive","Nashville","South"
1,9,5,2024-07-01,"Executive","Miami","South"
1,10,10,2024-07-01,"Executive","Remote-East","East"
1,11,5,2024-07-01,"Executive","Remote-Central","Central"
1,12,8,2024-07-01,"Executive","Remote-West","West"
2,1,239,2024-07-01,"Engineering","Las Vegas","West"
2,2,190,2024-07-01,"Engineering","Phoenix","West"
2,3,271,2024-07-01,"Engineering","Austin","South"
2,4,173,2024-07-01,"Engineering","Chicago","Midwest"
2,5,184,2024-07-01,"Engineering","Atlanta","South"
2,6,185,2024-07-01,"Engineering","Seattle","West"
2,7,161,2024-07-01,"Engineering","Denver","West"
2,8,143,2024-07-01,"Engineering","Nashville","South"
2,9,172,2024-07-01,"Engineering","Miami","South"
2,10,168,2024-07-01,"Engineering","Remote-East","East"
2,11,205,2024-07-01,"Engineering","Remote-Central","Central"
2,12,160,2024-07-01,"Engineering","Remote-West","West"
3,1,76,2024-07-01,"Product","Las Vegas","West"
3,2,52,2024-07-01,"Product","Phoenix","West"
3,3,69,2024-07-01,"Product","Austin","South"
3,4,45,2024-07-01,"Product","Chicago","Midwest"
3,5,41,2024-07-01,"Product","Atlanta","South"
3,6,60,2024-07-01,"Product","Seattle","West"
3,7,46,2024-07-01,"Product","Denver","West"
3,8,57,2024-07-01,"Product","Nashville","South"
3,9,47,2024-07-01,"Product","Miami","South"
3,10,57,2024-07-01,"Product","Remote-East","East"
3,11,43,2024-07-01,"Product","Remote-Central","Central"
3,12,46,2024-07-01,"Product","Remote-West","West"
4,1,62,2024-07-01,"IT","Las Vegas","West"
4,2,53,2024-07-01,"IT","Phoenix","West"
4,3,80,2024-07-01,"IT","Austin","South"
4,4,52,2024-07-01,"IT","Chicago","Midwest"
4,5,54,2024-07-01,"IT","Atlanta","South"
4,6,68,2024-07-01,"IT","Seattle","West"
4,7,43,2024-07-01,"IT","Denver","West"
4,8,49,2024-07-01,"IT","Nashville","South"
4,9,57,2024-07-01,"IT","Miami","South"
4,10,58,2024-07-01,"IT","Remote-East","East"
4,11,49,2024-07-01,"IT","Remote-Central","Central"
4,12,51,2024-07-01,"IT","Remote-West","West"
5,1,35,2024-07-01,"Finance","Las Vegas","West"
5,2,36,2024-07-01,"Finance","Phoenix","West"
5,3,63,2024-07-01,"Finance","Austin","South"
5,4,43,2024-07-01,"Finance","Chicago","Midwest"
5,5,45,2024-07-01,"Finance","Atlanta","South"
5,6,51,2024-07-01,"Finance","Seattle","West"
5,7,43,2024-07-01,"Finance","Denver","West"
5,8,32,2024-07-01,"Finance","Nashville","South"
5,9,48,2024-07-01,"Finance","Miami","South"
5,10,42,2024-07-01,"Finance","Remote-East","East"
5,11,50,2024-07-01,"Finance","Remote-Central","Central"
5,12,50,2024-07-01,"Finance","Remote-West","West"
6,1,47,2024-07-01,"HR","Las Vegas","West"
6,2,45,2024-07-01,"HR","Phoenix","West"
6,3,68,2024-07-01,"HR","Austin","South"
6,4,56,2024-07-01,"HR","Chicago","Midwest"
6,5,38,2024-07-01,"HR","Atlanta","South"
6,6,50,2024-07-01,"HR","Seattle","West"
6,7,45,2024-07-01,"HR","Denver","West"
6,8,47,2024-07-01,"HR","Nashville","South"
6,9,42,2024-07-01,"HR","Miami","South"
6,10,41,2024-07-01,"HR","Remote-East","East"
6,11,39,2024-07-01,"HR","Remote-Central","Central"
6,12,47,2024-07-01,"HR","Remote-West","West"
7,1,63,2024-07-01,"Marketing","Las Vegas","West"
7,2,47,2024-07-01,"Marketing","Phoenix","West"
7,3,72,2024-07-01,"Marketing","Austin","South"
7,4,46,2024-07-01,"Marketing","Chicago","Midwest"
7,5,40,2024-07-01,"Marketing","Atlanta","South"
7,6,58,2024-07-01,"Marketing","Seattle","West"
7,7,52,2024-07-01,"Marketing","Denver","West"
7,8,45,2024-07-01,"Marketing","Nashville","South"
7,9,66,2024-07-01,"Marketing","Miami","South"
7,10,62,2024-07-01,"Marketing","Remote-East","East"
7,11,53,2024-07-01,"Marketing","Remote-Central","Central"
7,12,52,2024-07-01,"Marketing","Remote-West","West"
8,1,119,2024-07-01,"Sales","Las Vegas","West"
8,2,98,2024-07-01,"Sales","Phoenix","West"
8,3,138,2024-07-01,"Sales","Austin","South"
8,4,100,2024-07-01,"Sales","Chicago","Midwest"
8,5,96,2024-07-01,"Sales","Atlanta","South"
8,6,100,2024-07-01,"Sales","Seattle","West"
8,7,83,2024-07-01,"Sales","Denver","West"
8,8,72,2024-07-01,"Sales","Nashville","South"
8,9,89,2024-07-01,"Sales","Miami","South"
8,10,86,2024-07-01,"Sales","Remote-East","East"
8,11,93,2024-07-01,"Sales","Remote-Central","Central"
8,12,96,2024-07-01,"Sales","Remote-West","West"
9,1,92,2024-07-01,"Operations","Las Vegas","West"
9,2,83,2024-07-01,"Operations","Phoenix","West"
9,3,94,2024-07-01,"Operations","Austin","South"
9,4,92,2024-07-01,"Operations","Chicago","Midwest"
9,5,68,2024-07-01,"Operations","Atlanta","South"
9,6,77,2024-07-01,"Operations","Seattle","West"
9,7,69,2024-07-01,"Operations","Denver","West"
9,8,66,2024-07-01,"Operations","Nashville","South"
9,9,75,2024-07-01,"Operations","Miami","South"
9,10,99,2024-07-01,"Operations","Remote-East","East"
9,11,76,2024-07-01,"Operations","Remote-Central","Central"
9,12,79,2024-07-01,"Operations","Remote-West","West"
10,1,89,2024-07-01,"Customer Support","Las Vegas","West"
10,2,63,2024-07-01,"Customer Support","Phoenix","West"
10,3,88,2024-07-01,"Customer Support","Austin","South"
10,4,63,2024-07-01,"Customer Support","Chicago","Midwest"
10,5,55,2024-07-01,"Customer Support","Atlanta","South"
10,6,52,2024-07-01,"Customer Support","Seattle","West"
10,7,57,2024-07-01,"Customer Support","Denver","West"
10,8,51,2024-07-01,"Customer Support","Nashville","South"
10,9,62,2024-07-01,"Customer Support","Miami","South"
10,10,70,2024-07-01,"Customer Support","Remote-East","East"
10,11,50,2024-07-01,"Customer Support","Remote-Central","Central"
10,12,61,2024-07-01,"Customer Support","Remote-West","West"
11,1,9,2024-07-01,"Legal","Las Vegas","West"
11,2,6,2024-07-01,"Legal","Phoenix","West"
11,3,10,2024-07-01,"Legal","Austin","South"
11,4,9,2024-07-01,"Legal","Chicago","Midwest"
11,5,6,2024-07-01,"Legal","Atlanta","South"
11,6,12,2024-07-01,"Legal","Seattle","West"
11,7,14,2024-07-01,"Legal","Denver","West"
11,8,4,2024-07-01,"Legal","Nashville","South"
11,9,11,2024-07-01,"Legal","Miami","South"
11,10,6,2024-07-01,"Legal","Remote-East","East"
11,11,13,2024-07-01,"Legal","Remote-Central","Central"
11,12,4,2024-07-01,"Legal","Remote-West","West"
1,1,4,2024-08-01,"Executive","Las Vegas","West"
1,2,3,2024-08-01,"Executive","Phoenix","West"
1,3,10,2024-08-01,"Executive","Austin","South"
1,4,7,2024-08-01,"Executive","Chicago","Midwest"
1,5,5,2024-08-01,"Executive","Atlanta","South"
1,6,5,2024-08-01,"Executive","Seattle","West"
1,7,4,2024-08-01,"Executive","Denver","West"
1,8,6,2024-08-01,"Executive","Nashville","South"
1,9,5,2024-08-01,"Executive","Miami","South"
1,10,10,2024-08-01,"Executive","Remote-East","East"
1,11,5,2024-08-01,"Executive","Remote-Central","Central"
1,12,8,2024-08-01,"Executive","Remote-West","West"
2,1,241,2024-08-01,"Engineering","Las Vegas","West"
2,2,191,2024-08-01,"Engineering","Phoenix","West"
2,3,274,2024-08-01,"Engineering","Austin","South"
2,4,174,2024-08-01,"Engineering","Chicago","Midwest"
2,5,185,2024-08-01,"Engineering","Atlanta","South"
2,6,184,2024-08-01,"Engineering","Seattle","West"
2,7,161,2024-08-01,"Engineering","Denver","West"
2,8,144,2024-08-01,"Engineering","Nashville","South"
2,9,173,2024-08-01,"Engineering","Miami","South"
2,10,170,2024-08-01,"Engineering","Remote-East","East"
2,11,207,2024-08-01,"Engineering","Remote-Central","Central"
2,12,163,2024-08-01,"Engineering","Remote-West","West"
3,1,76,2024-08-01,"Product","Las Vegas","West"
3,2,52,2024-08-01,"Product","Phoenix","West"
3,3,70,2024-08-01,"Product","Austin","South"
3,4,45,2024-08-01,"Product","Chicago","Midwest"
3,5,43,2024-08-01,"Product","Atlanta","South"
3,6,62,2024-08-01,"Product","Seattle","West"
3,7,46,2024-08-01,"Product","Denver","West"
3,8,57,2024-08-01,"Product","Nashville","South"
3,9,47,2024-08-01,"Product","Miami","South"
3,10,56,2024-08-01,"Product","Remote-East","East"
3,11,43,2024-08-01,"Product","Remote-Central","Central"
3,12,47,2024-08-01,"Product","Remote-West","West"
4,1,62,2024-08-01,"IT","Las Vegas","West"
4,2,53,2024-08-01,"IT","Phoenix","West"
4,3,81,2024-08-01,"IT","Austin","South"
4,4,53,2024-08-01,"IT","Chicago","Midwest"
4,5,54,2024-08-01,"IT","Atlanta","South"
4,6,69,2024-08-01,"IT","Seattle","West"
4,7,43,2024-08-01,"IT","Denver","West"
4,8,50,2024-08-01,"IT","Nashville","South"
4,9,57,2024-08-01,"IT","Miami","South"
4,10,58,2024-08-01,"IT","Remote-East","East"
4,11,51,2024-08-01,"IT","Remote-Central","Central"
4,12,51,2024-08-01,"IT","Remote-West","West"
5,1,36,2024-08-01,"Finance","Las Vegas","West"
5,2,36,2024-08-01,"Finance","Phoenix","West"
5,3,63,2024-08-01,"Finance","Austin","South"
5,4,44,2024-08-01,"Finance","Chicago","Midwest"
5,5,44,2024-08-01,"Finance","Atlanta","South"
5,6,51,2024-08-01,"Finance","Seattle","West"
5,7,43,2024-08-01,"Finance","Denver","West"
5,8,32,2024-08-01,"Finance","Nashville","South"
5,9,48,2024-08-01,"Finance","Miami","South"
5,10,42,2024-08-01,"Finance","Remote-East","East"
5,11,50,2024-08-01,"Finance","Remote-Central","Central"
5,12,50,2024-08-01,"Finance","Remote-West","West"
6,1,50,2024-08-01,"HR","Las Vegas","West"
6,2,46,2024-08-01,"HR","Phoenix","West"
6,3,68,2024-08-01,"HR","Austin","South"
6,4,56,2024-08-01,"HR","Chicago","Midwest"
6,5,38,2024-08-01,"HR","Atlanta","South"
6,6,51,2024-08-01,"HR","Seattle","West"
6,7,45,2024-08-01,"HR","Denver","West"
6,8,48,2024-08-01,"HR","Nashville","South"
6,9,43,2024-08-01,"HR","Miami","South"
6,10,42,2024-08-01,"HR","Remote-East","East"
6,11,39,2024-08-01,"HR","Remote-Central","Central"
6,12,48,2024-08-01,"HR","Remote-West","West"
7,1,62,2024-08-01,"Marketing","Las Vegas","West"
7,2,48,2024-08-01,"Marketing","Phoenix","West"
7,3,72,2024-08-01,"Marketing","Austin","South"
7,4,46,2024-08-01,"Marketing","Chicago","Midwest"
7,5,40,2024-08-01,"Marketing","Atlanta","South"
7,6,58,2024-08-01,"Marketing","Seattle","West"
7,7,52,2024-08-01,"Marketing","Denver","West"
7,8,45,2024-08-01,"Marketing","Nashville","South"
7,9,64,2024-08-01,"Marketing","Miami","South"
7,10,62,2024-08-01,"Marketing","Remote-East","East"
7,11,52,2024-08-01,"Marketing","Remote-Central","Central"
7,12,52,2024-08-01,"Marketing","Remote-West","West"
8,1,119,2024-08-01,"Sales","Las Vegas","West"
8,2,99,2024-08-01,"Sales","Phoenix","West"
8,3,142,2024-08-01,"Sales","Austin","South"
8,4,100,2024-08-01,"Sales","Chicago","Midwest"
8,5,97,2024-08-01,"Sales","Atlanta","South"
8,6,100,2024-08-01,"Sales","Seattle","West"
8,7,83,2024-08-01,"Sales","Denver","West"
8,8,72,2024-08-01,"Sales","Nashville","South"
8,9,90,2024-08-01,"Sales","Miami","South"
8,10,85,2024-08-01,"Sales","Remote-East","East"
8,11,94,2024-08-01,"Sales","Remote-Central","Central"
8,12,96,2024-08-01,"Sales","Remote-West","West"
9,1,92,2024-08-01,"Operations","Las Vegas","West"
9,2,85,2024-08-01,"Operations","Phoenix","West"
9,3,95,2024-08-01,"Operations","Austin","South"
9,4,92,2024-08-01,"Operations","Chicago","Midwest"
9,5,68,2024-08-01,"Operations","Atlanta","South"
9,6,77,2024-08-01,"Operations","Seattle","West"
9,7,69,2024-08-01,"Operations","Denver","West"
9,8,66,2024-08-01,"Operations","Nashville","South"
9,9,76,2024-08-01,"Operations","Miami","South"
9,10,100,2024-08-01,"Operations","Remote-East","East"
9,11,77,2024-08-01,"Operations","Remote-Central","Central"
9,12,80,2024-08-01,"Operations","Remote-West","West"
10,1,88,2024-08-01,"Customer Support","Las Vegas","West"
10,2,64,2024-08-01,"Customer Support","Phoenix","West"
10,3,88,2024-08-01,"Customer Support","Austin","South"
10,4,63,2024-08-01,"Customer Support","Chicago","Midwest"
10,5,56,2024-08-01,"Customer Support","Atlanta","South"
10,6,54,2024-08-01,"Customer Support","Seattle","West"
